,Strike,GBM Black-Scholes,GBM Monte Carlo,GBM Fourier Inversion,GBM Modified Call,GBM Fast-Fourier Transform,VG Analytic,VG Monte Carlo,VG Fourier Inversion,VG Modified Call,VG Fast-Fourier Transform
0,50.134980131917914,52.3176268099633,53.75254400299225,52.317626809963315,52.31762680996335,52.317626592883286,52.83792072568455,52.7944870896996,52.66545550834841,52.65746951090734,52.65751026074176
1,50.443550230290164,52.024800938380295,52.18754170924393,52.024800938380324,52.02480093838037,52.02480072130028,52.56235546670938,53.582036838936524,52.39461471520485,52.3729057567464,52.372801382806934
2,50.754019511734974,51.73022824136048,52.976445279212136,51.730228241360514,51.73022824136053,51.73022802428044,52.28558598748355,51.70899184162773,52.03153159572436,52.08636862054732,52.086513740415036
3,51.066399665318656,51.4339022777357,51.835661513203405,51.433902277735726,51.43390227773578,51.43390206065566,52.00762090879003,51.72566658340181,51.77311816887175,51.798628087202374,51.798642256992245
4,51.38070245205105,51.135816862909856,51.48097715540242,51.13581686290988,51.13581686290992,51.135816645829884,51.72846940380491,52.37654257204619,51.53786354667652,51.50908675248418,51.50918195369565
5,51.696939705329044,50.8359660875066,50.19926133949972,50.83596608750661,50.83596608750664,50.835965870426605,51.448141215680664,51.203542846962456,51.20661072742385,51.218076050332826,51.218127953800305
6,52.01512333138103,50.53434433685629,49.52835149591005,50.53434433685633,50.53434433685635,50.534344119776286,51.16664667555242,51.72043875128824,50.91757927484428,50.9255635370106,50.925475487236206
7,52.33526530971585,50.230946311334385,49.61707309491463,50.23094631133442,50.230946311334456,50.23094609425439,50.88399672097299,51.531673030674426,50.35764047675618,50.63119840416957,50.63121989527453
8,52.65737769357368,49.92576704756824,49.591397603445714,49.925767047568286,49.925767047568286,49.925766830488215,50.6002029147777,50.065112252150044,50.33609692628966,50.33524941945999,50.3353566353729
9,52.98147261037962,49.618801940524754,48.970754067921526,49.61880194052468,49.618801940524776,49.618801723444804,50.31527746438318,50.114760841479814,50.059338645698844,50.03786938345941,50.03788128618365
10,53.30756226220105,49.310046766489194,47.724737089652024,49.310046766489116,49.31004676648922,49.310046549409236,50.029233241519606,49.835352383556106,49.70326468635995,49.738757729441865,49.73878955272976
11,53.63565892620591,48.999497706947146,50.005477842820056,48.99949770694706,48.999497706947174,48.999497489867174,49.742083802398724,48.07759438782595,49.45468594079003,49.43808307649666,49.43807727175796
12,53.965774955125674,48.68715137337357,48.59387302094992,48.6871513733736,48.68715137337359,48.68715115629358,49.453843408315855,48.62260658134633,49.16102859815541,49.13577633014532,49.13574041727049
13,54.29792277772024,48.37300483293699,49.923547361298596,48.373004832937035,48.37300483293701,48.373004615857,49.164527046688775,47.07880937797406,48.833395886833806,48.831766311212085,48.83177510624571
14,54.63211489924585,48.057055635120435,46.839561403993784,48.05705563512048,48.05705563512045,48.057055418040406,48.87415045252357,48.16822158064039,48.819661521030454,48.52614919115897,48.526177604552586
15,54.96836390192576,47.739301839259745,47.04535067283275,47.739301839259774,47.73930183925975,47.739301622179774,48.58273013031586,48.66419175669885,48.404870121075845,48.21895131729378,48.21894433306691
16,55.306682445424705,47.419742042996134,48.589144594078064,47.41974204299618,47.41974204299615,47.41974182591617,48.29028337636833,47.67374334698307,47.89407265344631,47.91009640660643,47.91007187399481
17,55.64708326732436,47.09837541164004,46.46829974385164,47.09837541164007,47.09837541164007,47.09837519456007,47.99682830153459,47.31828734719485,47.5430439388532,47.59957791217283,47.59955697741509
18,55.98957918360369,46.77520170843438,46.508778360786906,46.77520170843441,46.77520170843438,46.77520149135438,47.70238385436835,48.17922355982657,47.30669620608363,47.28735300068612,47.287396568043256
19,56.334183089121275,46.45022132570825,46.51592356232765,46.45022132570848,46.45022132570826,46.450221108628256,47.40696984467671,47.809472190822895,46.96923308899565,46.9734819064648,46.973587752229214
20,56.680907958100605,46.123435316905415,46.04977547029548,46.123435316905656,46.123435316905436,46.123435099825464,47.11060696746464,46.62887095000245,46.678918240321394,46.65813571861574,46.658127825196175
21,57.02976684461934,45.794845429467316,44.36400006277778,45.794845429467536,45.79484542946733,45.794845212387365,46.81331682725664,46.35774271822614,46.32452432847871,46.34099586913765,46.34101427852841
22,57.380772883099596,45.46445413855161,45.495590575769405,45.46445413855162,45.46445413855168,45.46445392147164,46.515121962782935,47.15331559448529,46.024196377058395,46.02224610794299,46.02224480792086
23,57.733939288803256,45.13226468155567,45.77647325230434,45.13226468155568,45.13226468155574,45.13226446447569,46.216045872011115,45.833335582853955,45.700416840118756,45.701766494850105,45.70181732119585
24,58.08927935832932,44.79828109341749,44.38515418059406,44.79828109341747,44.79828109341758,44.79828087633753,45.916113037503095,44.216984832648045,45.39222034016468,45.37973288832001,45.37972994660023
25,58.44680647011452,44.46250824265826,45.20044954870397,44.46250824265825,44.46250824265832,44.462508025578266,45.61534895207603,45.012144485513964,45.49822886663397,45.055993218963444,45.05598104139267
26,58.806534084936786,44.12495186812742,42.29303177220264,44.12495186812741,44.12495186812748,44.12495165104747,45.313780144741266,44.689012749123016,44.727334861599935,44.73064950745051,44.73056920073261
27,59.168475746422914,43.78561861640597,43.4699479308023,43.785618616405955,43.78561861640603,43.78561839932601,45.01143420688872,44.58365801018436,44.391067111323096,44.403515012183504,44.40349326688077
28,59.53264508155717,43.44451607982214,42.463548766491805,43.44451607982213,43.444516079822144,43.44451586274218,44.708339818690696,43.46143967158363,44.10121463420779,44.0748242705616,44.07475233872755
29,59.899055801195246,43.10165283502265,44.22481121797279,43.101652835022655,43.101652835022655,43.10165261794269,44.40452677568102,43.278132214615034,43.74850833810701,43.74433550736445,43.74434578165674
30,60.26772170058019,42.75703848204462,42.6683794115256,42.75703848204461,42.757038482044635,42.757038264964656,44.100026015474505,43.63133116584167,43.41496091619173,43.412221536843425,43.41227323776183
31,60.63865665986163,42.41068368382424,43.339041944104856,42.41068368382427,42.41068368382425,42.4106834667443,43.794869644574554,43.36781157681819,43.08736995330206,43.07848477554752,43.0785346364275
32,61.01187464461919,42.06260020607333,42.6456937501378,42.062600206073334,42.06260020607335,42.062599988993384,43.489090965224754,41.04223825265327,42.753297333173784,42.74314567633046,42.74313020528971
33,61.38738970638701,41.71280095745403,43.01844957768303,41.71280095745406,41.71280095745404,41.71280074037409,43.18272450224227,42.244331743591594,42.396059994825904,42.40606679707238,42.406060481593265
34,61.765215983183644,41.361300029969584,40.41351821458128,41.361300029969605,41.36130002996959,41.361299812889634,42.875806029775376,42.8895793823951,42.10178244227575,42.06726196389291,42.0673263239582
35,62.14536770004412,41.00811273949119,41.38561112670001,41.00811273949121,41.00811273949121,41.008112522411245,42.5683725979085,42.352370412631686,41.71741572107004,41.72696269359539,41.72692892457524
36,62.52785916955552,40.653255666331795,40.10589027266091,40.653255666331795,40.6532556663318,40.65325544925184,42.26046255904664,40.78444326785205,41.397031794813515,41.384911298626,41.38486982184661
37,62.91270479239564,40.29674669577382,40.102425614443035,40.29674669577385,40.29674669577384,40.29674647869389,41.95211559398464,41.620576156280414,41.03886582459466,41.04118159177359,41.04115091349095
38,63.29991905787602,39.938605058452026,40.72449371622672,39.93860505845202,39.93860505845204,39.9386048413721,41.64337273758373,39.78031311562033,40.70689823214636,40.69577458751505,40.69577447013078
39,63.68951654448615,39.57885137049105,39.835772402688896,39.578851370491044,39.578851370491066,39.57885115341112,41.334276403928975,41.09158666968947,40.33873927059807,40.348766832115146,40.348743149385825
40,64.08151192044326,39.217507673286335,38.7025275358482,39.217507673286335,39.21750767328635,39.21750745620641,41.024870410878776,39.20286853548966,39.99662015638983,40.00024491958355,40.000060010489385
41,64.4759199442443,38.854597472818874,38.836723332049715,38.854597472818895,38.854597472818895,38.85459725573896,40.715200003860595,39.38454497953222,39.65503577905281,39.649721809808426,39.64972852945344
42,64.87275546522139,38.490145778385994,37.957746658007395,38.49014577838601,38.49014577838602,38.49014556130607,40.4053118788009,38.866400727506196,39.291704396662915,39.2977192079862,39.2977526148053
43,65.27203342410179,38.12417914062615,38.62969227532737,38.124179140626175,38.12417914062616,38.124178923546225,40.09525420399802,39.10435077957276,38.938762741542284,38.94412859358371,38.94413662391921
44,65.67376885356913,37.75672568871549,37.204753170385885,37.75672568871549,37.756725688715505,37.75672547163557,39.785076640827654,39.10318249087821,38.61662340227349,38.58889599937358,38.588885379972886
45,66.07797687883013,37.38781516660339,36.52633527513016,37.38781516660341,37.3878151666034,37.38781494952348,39.4748303630434,38.30799138101489,38.23788505129186,38.232006058610224,38.23200418955179
46,66.484672718184,37.01747896815722,35.833146315907825,37.01747896815723,37.017478968157235,37.017478751077306,39.16456807452489,38.751535060826924,37.86934552269257,37.87346151839571,37.87349886093376
47,66.89387168359531,36.64575017107963,37.703200615466685,36.64575017107965,36.64575017107964,36.64574995399971,38.854344025173454,35.42680663377937,37.52556984039739,37.51337616966239,37.51337572308355
48,67.30558918127025,36.27266356946004,35.83102564318184,36.27266356946007,36.272663569460065,36.272663352380135,38.54421402484096,36.88711630827667,37.11820936315496,37.15165550548004,37.1516416453897
49,67.71984071223764,35.89825570481803,36.460541850860096,35.89825570481806,35.89825570481806,35.898255487738126,38.23423545488669,37.38570675984001,36.79120922964864,36.78829455557704,36.788304058177054
50,68.13664187293112,35.52256489549834,35.754979250346224,35.52256489549836,35.52256489549835,35.522564678418426,37.924467277164034,35.59069753866282,36.42628772138628,36.4233832123392,36.4233709740341
51,68.55600835577731,35.14563126426839,35.531904772405404,35.14563126426842,35.14563126426841,35.1456310471885,37.614970040071334,35.29307344504435,36.06504925885238,36.05686846873427,36.05685100998917
52,68.97795594978629,34.7674967639754,34.241921029694616,34.76749676397543,34.76749676397543,34.767496546895515,37.30580588133133,35.47179673785853,35.728544042159584,35.68875692347465,35.68875341057911
53,69.40250054114595,34.38820520111454,34.543901717162505,34.38820520111455,34.388205201114545,34.388204984034616,36.99703852710052,35.632864134596964,35.331464428480096,35.31909378236543,35.31908807185223
54,69.829658113821,34.00780225716007,35.27445759779146,34.007802257160094,34.00780225716009,34.00780204008016,36.68873328693566,35.15192475241674,34.935643851898234,34.9478676752622,34.947865566349904
55,70.25944475015328,33.6263355075156,32.39461375556796,33.62633550751561,33.62633550751563,33.62633529043572,36.380957044314755,33.80227341140334,34.57363106411719,34.575081075148795,34.57509716911792
56,70.69187663146826,33.243854437932576,33.659375549700904,33.243854437932605,33.2438544379326,33.2438542208527,36.07377824184015,34.772174202953785,33.36524117668169,34.20081543167612,34.20079488479465
57,71.12697003868404,32.86041045825528,34.119479481569876,32.86041045825531,32.8604104582553,32.860410241175416,35.76726686086824,34.35087845166217,33.82384997732589,33.82496929416811,33.82497147583335
58,71.56474135292426,32.47605691334825,30.90056822165429,32.47605691334825,32.47605691334827,32.476056696268394,35.46149439488021,33.03979710109036,33.50446885976759,33.44763208403979,33.44764049191502
59,72.00520705613464,32.09084909106572,32.673686262089326,32.090849091065685,32.090849091065714,32.0908488739858,35.15653381564115,33.26003948287386,32.84445345962793,33.06877825824747,33.0688163006133
60,72.44838373170452,31.704844227124347,31.392224884284342,31.704844227124347,31.704844227190474,31.70484401004446,34.8524595317307,33.46617188439945,32.65492992627024,32.68848738925068,32.68851411937596
61,72.89428806508973,31.318101506749514,31.572551185274946,31.318101506749514,31.318101506749528,31.31810128966963,34.549347337122775,32.565059770797916,32.33908214666765,32.306740297939335,32.306750048895
62,73.34293684444168,30.930682062960514,30.62313551832811,30.93068206296052,30.93068206296053,30.93068184588065,34.247274353240215,31.264299658240553,31.935594990167417,31.9235488350119,31.92354110793585
63,73.79434696123938,30.542648971375023,31.108141140536794,30.542648971374994,30.542648971375034,30.54264875429517,33.94631895575768,31.416910290838352,31.535019140759182,31.538898650281986,31.538905269707968
64,74.24853541092494,30.154067241412392,30.388254248744676,30.154067241412392,30.1540672414124,30.15406702433248,33.64656069234238,31.610013286737566,31.151756324901278,31.152869636438304,31.15286149986003
65,74.70551929354464,29.76500380378321,29.95215627959925,29.765003803783202,29.765003803783234,29.765003586703333,33.34808019018884,30.16568217232656,30.882053483514426,30.765436582220907,30.76542979618975
66,75.16531581439104,29.375527494163215,28.515853500555714,29.375527494163208,29.375527494163236,29.37552727708335,33.0509590237832,30.47066524169491,30.38507459618843,30.376641985043033,30.376631230167632
67,75.62794228465191,28.985709032949657,28.939176254710706,28.985709032949664,28.98570903294967,28.985708815869803,32.75527962649178,30.838987075656323,29.98461942999753,29.98648622953651,29.986487990375135
68,76.09341612206167,28.59562100101462,28.86104301316092,28.595621001014614,28.595621001014653,28.595620783934795,32.461125102726704,28.88532190002744,29.606471832217913,29.59503215477934,29.59502342797127
69,76.56175485155718,28.20533781137385,29.431665124132405,28.205337811373838,28.205337811373845,28.20533759429401,32.16857907888077,29.156613393570094,29.20693870153795,29.202261365713436,29.202262104306303
70,77.03297610593728,27.814935676700458,27.90181038179615,27.81493567670048,27.814935676700475,27.81493545962058,31.877725506384536,27.982310357662964,28.81234530568682,28.808228648087162,28.808229840811595
71,77.50709762652772,27.42449257262262,27.80741012474088,27.42449257262259,27.424492572622626,27.424492355542746,31.588648441232316,28.476299588508013,28.426634422279264,28.41282858560721,28.412953771303428
72,77.98413726384751,27.034088196757736,27.47938771855375,27.03408819675773,27.034088196757747,27.03408797967788,31.301431793463173,28.750374416246764,28.01092955558552,28.01646779907731,28.016462396852443
73,78.4641129782821,26.643803923440977,25.38056657643769,26.643803923440977,26.643803923440995,26.643803706361155,31.016159041054884,26.766790412427877,27.68490609852867,27.61877820034163,27.61878564337688
74,78.94704284075921,26.253722754124247,26.45934761302502,26.253722754124233,26.253722754124265,26.253722537044442,30.73291290435975,27.290168470924417,27.233004388595305,27.21996060587639,27.21995492213656
75,79.43294503342905,25.863929263429945,25.180892685618705,25.863929263429945,25.863929263429963,25.863929046350073,30.451774974615873,27.313746578482974,26.822403395286543,26.820012383029486,26.820003193315348
76,79.92183785034987,25.474509540856715,25.34440630792539,25.474509540856708,25.474509540856722,25.474509323776857,30.172825290103134,26.134847255441493,26.41968089306586,26.4189498984021,26.418965032896054
77,80.41373969817514,25.0855511281514,24.1721869431974,25.08555112815141,25.08555112815142,25.085550911071557,29.89614185093913,25.608443249115062,26.013668113634424,26.016876631847158,26.01687670305205
78,80.90866909684762,24.697142952367628,26.093420304207353,24.69714295236762,24.697142952367642,24.69714273528781,29.621800063677895,24.852957621797987,25.656519529207642,25.613777542251693,25.613776226294103
79,81.40664468029634,24.309375254652437,23.793264192210017,24.309375254652437,24.309375254652448,24.30937503757264,29.349872101105767,25.797600991733095,25.214310566602023,25.20969362425074,25.20970346363765
80,81.90768519713824,23.922339514812087,24.695422923758468,23.922339514812094,23.922339514812105,23.92233929773231,29.08042616262147,23.647963857273805,24.821128858307674,24.804692723880446,24.80470019707621
81,82.41180951138362,23.536128371724097,23.89617297724092,23.53612837172409,23.536128371724104,23.53612815464424,28.81352561916632,24.063668979686653,24.39243863982705,24.398817673687343,24.39881021667472
82,82.91903660314772,23.150835539674965,23.0636245937294,23.150835539674937,23.15083553967498,23.150835322595128,28.54922801015109,23.73006286736533,24.003152942210278,23.9920804781464,23.99207941262485
83,83.42938556936335,22.766555720722508,22.7091961236473,22.766555720722508,22.766555720722522,22.766555503642692,28.287583866656433,25.014548178924294,23.584448262078766,23.584552873686825,23.5845558726403
84,83.94287562450123,22.383384513188126,23.340230471207732,22.38338451318814,22.383384513188158,22.383384296108346,28.028635316382072,22.538215001908515,23.17497031901692,23.17628884396784,23.176289985102585
85,84.45952610129301,22.001418316406976,21.451813206600054,22.00141831640699,22.001418316406983,22.001418099327203,27.77241440682821,24.01215994456749,22.776336843134573,22.767332834603426,22.767334548414073
86,84.9793564514589,21.62075423187345,21.29301817495275,21.62075423160352,21.620754231873462,21.620754014793594,27.51894106673045,22.408166744098317,22.357728148178325,22.357744854599893,22.35774488705916
87,85.50238624644118,21.2414899609346,21.323955828174917,21.241489960934608,21.241489960934626,21.241489743854785,27.26822060882759,21.453172670838665,21.948371672517553,21.947572822228892,21.947578974927783
88,86.02863517813927,20.863723699201422,20.030557032074327,20.863723699201437,20.863723699201447,20.86372348212163,27.020240534932142,21.69802487974156,21.535728785165986,21.53690010041847,21.536897566517283
89,86.55812305965233,20.48755402785497,20.133404786102904,20.487554027854976,20.48755402785499,20.487553810775196,26.77496641592029,21.443612057407254,21.133176736245474,21.125768923423955,21.12576433669283
90,87.09086982602494,20.11307980204498,19.380769426211568,20.113079802044986,20.11307980204499,20.113079584965217,26.53233667859481,20.892053839508915,20.71299283825249,20.714247908609703,20.714246029767956
91,87.6268955349976,19.74040003658731,20.49430162626516,19.74040003658731,19.740400036561038,19.740399819507573,26.292254417033767,19.29552084405497,20.301614742106366,20.302413519384643,20.302412618752363
92,88.16622036776161,19.369613789180733,19.346022438327594,19.369613789180733,19.36961378918074,19.369613572100906,26.054576668751608,21.071049848148387,19.887649641397246,19.89033901746231,19.890337475716603
93,88.70886462972014,19.000820041373927,18.75811642766687,19.00082004137394,19.000820041373952,19.00081982429414,25.819096021043258,19.301887183758144,19.4799989201488,19.478099732410005,19.47809755433802
94,89.25484875125082,18.6341175775298,20.256030406750465,18.634117577529814,18.634117577529814,18.63411736045002,25.585507376662612,20.285026781032265,19.068093672406945,19.06577434210598,19.06577358582889
95,89.80419328847624,18.26960486203695,18.209143931815756,18.269604862036942,18.26960486203696,18.269604644957194,25.353331850386823,18.001494569557856,18.655410339010672,18.65345018132312,18.653450289598442
96,90.3569189240375,17.907379915036664,19.163644017089798,17.907379915036664,17.907379915036675,17.907379697956937,25.121569205918405,18.008601125205654,18.330336582094546,18.241213683195408,18.24121660018448
97,90.91304646787266,17.547540186937766,16.93653870712554,17.547540186937773,17.547540186937802,17.547539969857972,24.888911040437378,18.176440184289284,17.844491653199654,17.829161703858805,17.82916591219742
98,91.47259685800142,17.190182432001173,17.13253086151806,17.190182432001187,17.190182432001194,17.19018221492139,24.656496885793338,17.568559713514222,17.41180160943351,17.41739897742101,17.41739634526588
99,92.0355911613116,16.835402581286935,16.464609131933493,16.835402581286942,16.83540258128694,16.835402364207162,24.424810383689724,15.93732724775353,17.005191046919123,17.006011908848254,17.00601103126307
100,92.60205057435353,16.48329561525687,16.646024943344486,16.48329561525687,16.483295615256896,16.48329539817714,24.19409129007247,16.93907850468387,16.59551254849491,16.595120274938367,16.595118426431586
101,93.17199642413773,16.13395543633829,16.9624246832594,16.133955436338297,16.1339554363383,16.13395521925857,23.96449235521643,16.37986691409347,16.187488807869002,16.184834273536907,16.184832651432835
102,93.745450168938,15.787474741754558,15.57594741355329,15.787474741754544,15.787474741754565,15.787474524674858,23.736121468022993,16.764051570478294,15.776213531824851,15.775275444821325,15.775273862829167
103,94.32243339909884,15.44394489693449,16.036878072814975,15.443944896934497,15.443944896934505,15.443944679854711,23.509059425416943,15.761671123076558,15.366376824618257,15.366568063067483,15.3665686600883
104,94.90296783784973,15.103455809812523,14.918384215521812,15.10345580981253,15.103455809812543,15.10345559273277,23.28336904697788,15.315955239420369,14.959381950911052,14.958852080038787,14.958850532900513
105,95.487075342121,14.76609580633798,13.993121683322663,14.766095806337987,14.766095806337997,14.766095589258256,23.059100437153397,15.199847713825728,14.552199334548021,14.552264985030124,14.55226035445311
106,96.07477790336802,14.43195150750497,15.298154635387663,14.431951507504976,14.431951507504987,14.431951290425268,22.836294278731593,14.806313630820597,14.146158300562462,14.146948002782494,14.14694692734667
107,96.66609764839892,14.101107708220752,14.399211583979868,14.10110770822076,14.101107708220761,14.101107491141066,22.614984020191695,13.793801870022255,13.743082286748617,13.743068394631996,13.743067590125342
108,97.26105684020722,13.773647258324324,13.771778134786286,13.773647258324317,13.773647258324337,13.773647041244551,22.39519739590824,13.017815589267665,13.340269190660777,13.340789883789778,13.340788893987881
109,97.85967787881145,13.449650946064367,13.238978080394737,13.44965094606438,13.449650946064382,13.449650728984627,22.176957522367903,12.142575745525214,12.940909923471224,12.94029056302278,12.940287361244444
110,98.4619833020965,13.12919738434487,13.321811075078504,13.129197384344884,13.12919738434489,13.129197167265154,21.96028371228234,12.299023484297386,12.541653281859581,12.54175136227286,12.54175033961074
111,99.06799578666337,12.812362900034941,12.661637529110084,12.812362900034934,12.812362900034941,12.812362682955236,21.745192094837662,12.30909399132907,12.14160443481343,12.145378053859524,12.145376969650435
112,99.6777381486828,12.49922142663948,12.111407894343332,12.499221426639487,12.499221426639501,12.499221209559817,21.531696098158967,11.748457297748965,11.75099398904048,11.751380636300516,11.75137928683368
113,100.29123334475412,12.189844400615947,12.223675510524194,12.189844400615947,12.189844400615955,12.189844183536298,21.319806831494105,11.60786747894963,11.360490867219589,11.359986141304525,11.359983485097207
114,100.9085044727693,11.884300661614418,12.258645122785577,11.88430066161444,11.884300661614436,11.884300444534693,21.109533393488558,10.337352976802787,10.963287854272622,10.97143268639368,10.971431375950615
115,101.52957477278396,11.582656356908295,11.959794785314148,11.582656356904948,11.582656356908316,11.582656139828599,20.900883123605315,10.501687118168933,10.586088032307764,10.585983187146027,10.585982086761039
116,102.15446762789024,11.284974850274416,11.200134525709306,11.284974850276832,11.284974850274418,11.284974633194725,20.693861810284673,10.59935140550311,10.206411310045695,10.203915758935437,10.20391405489106
117,102.78320656509858,10.991316635564239,11.565888915793023,10.991316635564246,10.991316635564251,10.99131641848458,20.488473865192436,9.871809082670184,9.824197116101267,9.825535383548338,9.825527392404181
118,103.41581525622313,10.701739255201055,9.954359412709277,10.701739255201055,10.701739255201064,10.701739038121417,20.284722470338554,9.530630277010793,9.450717199365833,9.451148138372208,9.45114672149482
